Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,516,Namibia,2013,Female,45 to 49 years old,-,-,20.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,516,Namibia,2013,Female,15 to 19 years old,-,-,52,-,-,Percentage,Country data,-,Based on 25-49 unweighted cases,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,516,Namibia,2013,Female,25 to 29 years old,-,-,20.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,566,Nigeria,2013,Female,15 to 49 years old,-,-,11,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,566,Nigeria,2013,Female,30 to 34 years old,-,-,12.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,566,Nigeria,2013,Female,35 to 39 years old,-,-,10.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,566,Nigeria,2013,Female,40 to 44 years old,-,-,9.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,566,Nigeria,2013,Female,20 to 24 years old,-,-,12.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,566,Nigeria,2013,Female,45 to 49 years old,-,-,7.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,566,Nigeria,2013,Female,15 to 19 years old,-,-,8.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,566,Nigeria,2013,Female,25 to 29 years old,-,-,12,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,646,Rwanda,2015,Female,15 to 49 years old,-,-,20.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,646,Rwanda,2015,Female,30 to 34 years old,-,-,25,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,646,Rwanda,2015,Female,35 to 39 years old,-,-,20.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,646,Rwanda,2015,Female,40 to 44 years old,-,-,19.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,646,Rwanda,2015,Female,20 to 24 years old,-,-,21.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,646,Rwanda,2015,Female,45 to 49 years old,-,-,14.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,646,Rwanda,2015,Female,25 to 29 years old,-,-,18.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Female,15 to 49 years old,-,-,26.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Female,30 to 34 years old,-,-,26.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Female,35 to 39 years old,-,-,24.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Female,40 to 44 years old,-,-,30.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Female,20 to 24 years old,-,-,27.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Female,45 to 49 years old,-,-,15.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Female,15 to 19 years old,-,-,27.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Female,25 to 29 years old,-,-,29.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,686,Senegal,2017,Female,15 to 49 years old,-,-,12.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,686,Senegal,2017,Female,30 to 34 years old,-,-,14.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,686,Senegal,2017,Female,35 to 39 years old,-,-,11.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,686,Senegal,2017,Female,40 to 44 years old,-,-,7.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,686,Senegal,2017,Female,20 to 24 years old,-,-,12.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,686,Senegal,2017,Female,45 to 49 years old,-,-,7.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,686,Senegal,2017,Female,15 to 19 years old,-,-,18.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,686,Senegal,2017,Female,25 to 29 years old,-,-,12.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,694,Sierra Leone,2013,Female,15 to 49 years old,-,-,28.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,694,Sierra Leone,2013,Female,30 to 34 years old,-,-,29.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,694,Sierra Leone,2013,Female,35 to 39 years old,-,-,28.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,694,Sierra Leone,2013,Female,40 to 44 years old,-,-,21.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,694,Sierra Leone,2013,Female,20 to 24 years old,-,-,37.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,694,Sierra Leone,2013,Female,45 to 49 years old,-,-,17.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,694,Sierra Leone,2013,Female,15 to 19 years old,-,-,30.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,694,Sierra Leone,2013,Female,25 to 29 years old,-,-,34.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,716,Zimbabwe,2015,Female,15 to 49 years old,-,-,19.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,716,Zimbabwe,2015,Female,30 to 34 years old,-,-,20.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,716,Zimbabwe,2015,Female,35 to 39 years old,-,-,15.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,716,Zimbabwe,2015,Female,40 to 44 years old,-,-,10.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,716,Zimbabwe,2015,Female,20 to 24 years old,-,-,25.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,716,Zimbabwe,2015,Female,45 to 49 years old,-,-,10.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,716,Zimbabwe,2015,Female,15 to 19 years old,-,-,31.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,716,Zimbabwe,2015,Female,25 to 29 years old,-,-,24.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,768,Togo,2014,Female,15 to 49 years old,-,-,12.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,768,Togo,2014,Female,30 to 34 years old,-,-,14.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,768,Togo,2014,Female,35 to 39 years old,-,-,12,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,768,Togo,2014,Female,40 to 44 years old,-,-,8.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,768,Togo,2014,Female,20 to 24 years old,-,-,14.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,768,Togo,2014,Female,45 to 49 years old,-,-,8.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,768,Togo,2014,Female,15 to 19 years old,-,-,13.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,768,Togo,2014,Female,25 to 29 years old,-,-,14.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,800,Uganda,2016,Female,15 to 49 years old,-,-,29.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,800,Uganda,2016,Female,30 to 34 years old,-,-,30.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,800,Uganda,2016,Female,35 to 39 years old,-,-,29.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,800,Uganda,2016,Female,40 to 44 years old,-,-,25,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,800,Uganda,2016,Female,20 to 24 years old,-,-,33.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,800,Uganda,2016,Female,45 to 49 years old,-,-,25.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,800,Uganda,2016,Female,15 to 19 years old,-,-,31,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,800,Uganda,2016,Female,25 to 29 years old,-,-,30.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,834,United Republic of Tanzania,2016,Female,15 to 49 years old,-,-,29.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,834,United Republic of Tanzania,2016,Female,30 to 34 years old,-,-,29.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,834,United Republic of Tanzania,2016,Female,35 to 39 years old,-,-,28.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,834,United Republic of Tanzania,2016,Female,40 to 44 years old,-,-,23.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,834,United Republic of Tanzania,2016,Female,20 to 24 years old,-,-,34.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,834,United Republic of Tanzania,2016,Female,45 to 49 years old,-,-,22.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,834,United Republic of Tanzania,2016,Female,15 to 19 years old,-,-,30.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,834,United Republic of Tanzania,2016,Female,25 to 29 years old,-,-,34.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,854,Burkina Faso,2010,Female,15 to 49 years old,-,-,9.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,854,Burkina Faso,2010,Female,30 to 34 years old,-,-,9.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,854,Burkina Faso,2010,Female,35 to 39 years old,-,-,10.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,854,Burkina Faso,2010,Female,40 to 44 years old,-,-,9.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,854,Burkina Faso,2010,Female,20 to 24 years old,-,-,10.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,854,Burkina Faso,2010,Female,45 to 49 years old,-,-,8.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,854,Burkina Faso,2010,Female,25 to 29 years old,-,-,9.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,894,Zambia,2014,Female,15 to 49 years old,-,-,26.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,894,Zambia,2014,Female,30 to 34 years old,-,-,26.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,894,Zambia,2014,Female,35 to 39 years old,-,-,26.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,894,Zambia,2014,Female,40 to 44 years old,-,-,21.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,894,Zambia,2014,Female,20 to 24 years old,-,-,31.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,894,Zambia,2014,Female,45 to 49 years old,-,-,16,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,894,Zambia,2014,Female,15 to 19 years old,-,-,29.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Sub-Saharan Africa,894,Zambia,2014,Female,25 to 29 years old,-,-,29,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2016,Female,15 to 49 years old,-,-,27.1,-,-,Percentage,Country adjusted data,-,~ENDIREH methodology; women aged 15+; definition of sexual violence differs from the standard,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,170,Colombia,2015,Female,15 to 49 years old,-,-,18.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,170,Colombia,2015,Female,30 to 34 years old,-,-,19.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,170,Colombia,2015,Female,35 to 39 years old,-,-,17.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,170,Colombia,2015,Female,40 to 44 years old,-,-,14.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,170,Colombia,2015,Female,20 to 24 years old,-,-,24.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,170,Colombia,2015,Female,45 to 49 years old,-,-,15.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,170,Colombia,2015,Female,15 to 19 years old,-,-,22.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,170,Colombia,2015,Female,25 to 29 years old,-,-,18.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,214,Dominican Republic,2013,Female,15 to 49 years old,-,-,16,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
